Entry	Entry name	Gene names	Organism
A0A126GV85	A0A126GV85_HUMAN	OR2T5	Homo sapiens (Human)
A0A126GW61	A0A126GW61_HUMAN	OR2T5 OR2T29	Homo sapiens (Human)
B9EIN2	B9EIN2_HUMAN	OR2T5 hCG_2044340	Homo sapiens (Human)
Q6IEZ7	OR2T5_HUMAN	OR2T5	Homo sapiens (Human)
A0A126GVA3	A0A126GVA3_HUMAN	OR2V2 hCG_19972	Homo sapiens (Human)
Q96R30	OR2V2_HUMAN	OR2V2 OR2V3	Homo sapiens (Human)
A0A126GVA1	A0A126GVA1_HUMAN	OR2W1	Homo sapiens (Human)
A0A126GWA3	A0A126GWA3_HUMAN	OR2W1	Homo sapiens (Human)
A0A126GWH5	A0A126GWH5_HUMAN	OR2W1	Homo sapiens (Human)
Q9Y3N9	OR2W1_HUMAN	OR2W1	Homo sapiens (Human)
A0A126GWA8	A0A126GWA8_HUMAN	OR2W3	Homo sapiens (Human)
B2RUT5	B2RUT5_HUMAN	OR2W3	Homo sapiens (Human)
Q7Z3T1	OR2W3_HUMAN	OR2W3 OR2W3P OR2W8P	Homo sapiens (Human)
A0A126GVA6	A0A126GVA6_HUMAN	OR2Y1	Homo sapiens (Human)
Q8NGV0	OR2Y1_HUMAN	OR2Y1	Homo sapiens (Human)
A0A126GVT8	A0A126GVT8_HUMAN	OR2Z1	Homo sapiens (Human)
Q8NG97	OR2Z1_HUMAN	OR2Z1 OR2Z2	Homo sapiens (Human)
A0A087X1K4	A0A087X1K4_HUMAN	OR3A1	Homo sapiens (Human)
A0A126GVP1	A0A126GVP1_HUMAN	OR3A1	Homo sapiens (Human)
A0A126GWI0	A0A126GWI0_HUMAN	OR3A1 hCG_1644831	Homo sapiens (Human)
A0A126GWJ3	A0A126GWJ3_HUMAN	OR3A1	Homo sapiens (Human)
P47881	OR3A1_HUMAN	OR3A1 OLFRA03	Homo sapiens (Human)
A0A126GVQ3	A0A126GVQ3_HUMAN	OR3A2	Homo sapiens (Human)
A0A286YF44	A0A286YF44_HUMAN	OR3A2	Homo sapiens (Human)
A0A286YF70	A0A286YF70_HUMAN	OR3A2	Homo sapiens (Human)
A0A286YFF0	A0A286YFF0_HUMAN	OR3A2	Homo sapiens (Human)
P47893	OR3A2_HUMAN	OR3A2 OLFRA04	Homo sapiens (Human)
A0A126GWB3	A0A126GWB3_HUMAN	OR3A3	Homo sapiens (Human)
P47888	OR3A3_HUMAN	OR3A3 OR3A6 OR3A7 OR3A8P	Homo sapiens (Human)
P47883	OR3A4_HUMAN	OR3A4P OR3A4 OR3A5P	Homo sapiens (Human)
A0A126GVM3	A0A126GVM3_HUMAN	OR4A15	Homo sapiens (Human)
A0A286YF59	A0A286YF59_HUMAN	OR4A15	Homo sapiens (Human)
Q8NGL6	O4A15_HUMAN	OR4A15	Homo sapiens (Human)
A0A126GW87	A0A126GW87_HUMAN	OR4A16 hCG_2044396	Homo sapiens (Human)
B9EIN3	B9EIN3_HUMAN	OR4A16	Homo sapiens (Human)
Q8NH70	O4A16_HUMAN	OR4A16	Homo sapiens (Human)
A0A126GWE1	A0A126GWE1_HUMAN	OR4A47	Homo sapiens (Human)
B9EIM4	B9EIM4_HUMAN	OR4A47	Homo sapiens (Human)
Q6IF82	O4A47_HUMAN	OR4A47	Homo sapiens (Human)
A0A126GWJ2	A0A126GWJ2_HUMAN	OR4A5 hCG_2044384	Homo sapiens (Human)
B9EIN5	B9EIN5_HUMAN	OR4A5	Homo sapiens (Human)
Q8NH83	OR4A5_HUMAN	OR4A5	Homo sapiens (Human)
A0A126GVH6	A0A126GVH6_HUMAN	OR4B1 hCG_2040367	Homo sapiens (Human)
Q8NGF8	OR4B1_HUMAN	OR4B1	Homo sapiens (Human)
A0A126GVN6	A0A126GVN6_HUMAN	OR4C11 hCG_2040350	Homo sapiens (Human)
Q6IEV9	OR4CB_HUMAN	OR4C11 OR4C11P	Homo sapiens (Human)
A0A126GVI4	A0A126GVI4_HUMAN	OR4C12	Homo sapiens (Human)
Q96R67	OR4CC_HUMAN	OR4C12	Homo sapiens (Human)
Q8NGP0	OR4CD_HUMAN	OR4C13	Homo sapiens (Human)
A0A126GVX1	A0A126GVX1_HUMAN	OR4C15	Homo sapiens (Human)
A0A126GW29	A0A126GW29_HUMAN	OR4C15	Homo sapiens (Human)
A0A2C9F2M4	A0A2C9F2M4_HUMAN	OR4C15	Homo sapiens (Human)
Q8NGM1	OR4CF_HUMAN	OR4C15	Homo sapiens (Human)
A0A126GVL7	A0A126GVL7_HUMAN	OR4C16	Homo sapiens (Human)
Q8NGL9	OR4CG_HUMAN	OR4C16	Homo sapiens (Human)
A0A087X172	A0A087X172_HUMAN	OR4C3	Homo sapiens (Human)
A0A126GVR6	A0A126GVR6_HUMAN	OR4C3	Homo sapiens (Human)
A0A126GW65	A0A126GW65_HUMAN	OR4C3	Homo sapiens (Human)
Q8NH37	OR4C3_HUMAN	OR4C3	Homo sapiens (Human)
A0A126GVN0	A0A126GVN0_HUMAN	OR4C6	Homo sapiens (Human)
Q8NH72	OR4C6_HUMAN	OR4C6	Homo sapiens (Human)
A0A126GVS4	A0A126GVS4_HUMAN	OR4D1	Homo sapiens (Human)
A0A126GW37	A0A126GW37_HUMAN	OR4D1	Homo sapiens (Human)
Q15615	OR4D1_HUMAN	OR4D1 OR4D3	Homo sapiens (Human)
A0A126GVQ9	A0A126GVQ9_HUMAN	OR4D11 hCG_2044272	Homo sapiens (Human)
Q8NGI4	OR4DB_HUMAN	OR4D11 OR4D11P	Homo sapiens (Human)
A0A126GVS8	A0A126GVS8_HUMAN	OR4D2	Homo sapiens (Human)
A0A126GWJ5	A0A126GWJ5_HUMAN	OR4D2	Homo sapiens (Human)
A0A126GWK0	A0A126GWK0_HUMAN	OR4D2 hCG_1686010	Homo sapiens (Human)
A0A126GWL8	A0A126GWL8_HUMAN	OR4D2	Homo sapiens (Human)
P58180	OR4D2_HUMAN	OR4D2	Homo sapiens (Human)
A0A126GVD9	A0A126GVD9_HUMAN	OR4D5	Homo sapiens (Human)
Q8NGN0	OR4D5_HUMAN	OR4D5	Homo sapiens (Human)
A0A126GVK4	A0A126GVK4_HUMAN	OR4D6	Homo sapiens (Human)
Q8NGJ1	OR4D6_HUMAN	OR4D6	Homo sapiens (Human)
A0A126GVP8	A0A126GVP8_HUMAN	OR4D9 hCG_2044273	Homo sapiens (Human)
Q8NGE8	OR4D9_HUMAN	OR4D9	Homo sapiens (Human)
A0A126GVR8	A0A126GVR8_HUMAN	OR4E2 hCG_1647028	Homo sapiens (Human)
Q8NGC2	OR4E2_HUMAN	OR4E2	Homo sapiens (Human)
A0A126GW41	A0A126GW41_HUMAN	OR4F15	Homo sapiens (Human)
Q8NGB8	O4F15_HUMAN	OR4F15	Homo sapiens (Human)
A0A126GV92	A0A126GV92_HUMAN	OR4F16	Homo sapiens (Human)
A0A126GVH1	A0A126GVH1_HUMAN	OR4F17	Homo sapiens (Human)
A0A126GWN0	A0A126GWN0_HUMAN	OR4F17	Homo sapiens (Human)
L8E7B2	L8E7B2_HUMAN	OR4F17	Homo sapiens (Human)
Q8NGA8	O4F17_HUMAN	OR4F17 OR4F11P OR4F18 OR4F19	Homo sapiens (Human)
Q6IEY1	OR4F3_HUMAN	OR4F3; OR4F16; OR4F29	Homo sapiens (Human)
Q6IFP3	Q6IFP3_HUMAN	OR4F3	Homo sapiens (Human)
A0A126GWD4	A0A126GWD4_HUMAN	OR4F4	Homo sapiens (Human)
Q96R69	OR4F4_HUMAN	OR4F4	Homo sapiens (Human)
A0A126GWG7	A0A126GWG7_HUMAN	OR4F5	Homo sapiens (Human)
Q8NH21	OR4F5_HUMAN	OR4F5	Homo sapiens (Human)
A0A126GV96	A0A126GV96_HUMAN	OR4F6	Homo sapiens (Human)
Q8NGB9	OR4F6_HUMAN	OR4F6 OR4F12	Homo sapiens (Human)
A0A126GVR2	A0A126GVR2_HUMAN	OR4K1	Homo sapiens (Human)
Q8NGD4	OR4K1_HUMAN	OR4K1	Homo sapiens (Human)
A0A126GVS2	A0A126GVS2_HUMAN	OR4K13 hCG_1800595	Homo sapiens (Human)
Q8NH42	OR4KD_HUMAN	OR4K13	Homo sapiens (Human)
A0A126GVP2	A0A126GVP2_HUMAN	OR4K14	Homo sapiens (Human)
Q8NGD5	OR4KE_HUMAN	OR4K14	Homo sapiens (Human)
A0A126GWD1	A0A126GWD1_HUMAN	OR4K15	Homo sapiens (Human)
A0A286YFH6	A0A286YFH6_HUMAN	OR4K15 hCG_1793684	Homo sapiens (Human)
Q8NH41	OR4KF_HUMAN	OR4K15	Homo sapiens (Human)
A0A126GVZ4	A0A126GVZ4_HUMAN	OR4K17	Homo sapiens (Human)
Q8NGC6	OR4KH_HUMAN	OR4K17	Homo sapiens (Human)
A0A126GVP5	A0A126GVP5_HUMAN	OR4K2	Homo sapiens (Human)
A0A126GWK6	A0A126GWK6_HUMAN	OR4K2	Homo sapiens (Human)
Q8NGD2	OR4K2_HUMAN	OR4K2	Homo sapiens (Human)
A0A126GVN5	A0A126GVN5_HUMAN	OR4K5 hCG_2044251	Homo sapiens (Human)
B9EIS6	B9EIS6_HUMAN	OR4K5	Homo sapiens (Human)
Q8NGD3	OR4K5_HUMAN	OR4K5	Homo sapiens (Human)
A0A126GVN7	A0A126GVN7_HUMAN	OR4L1	Homo sapiens (Human)
Q8NH43	OR4L1_HUMAN	OR4L1 OR4L2P	Homo sapiens (Human)
A0A126GWC3	A0A126GWC3_HUMAN	OR4M1	Homo sapiens (Human)
Q8NGD0	OR4M1_HUMAN	OR4M1	Homo sapiens (Human)
A0A126GVP7	A0A126GVP7_HUMAN	OR4M2	Homo sapiens (Human)
Q8NGB6	OR4M2_HUMAN	OR4M2	Homo sapiens (Human)
A0A126GVT2	A0A126GVT2_HUMAN	OR4N2 hCG_2044375	Homo sapiens (Human)
A0A126GWI9	A0A126GWI9_HUMAN	OR4N2	Homo sapiens (Human)
A0A126GWL0	A0A126GWL0_HUMAN	OR4N2	Homo sapiens (Human)
G3V3W5	G3V3W5_HUMAN	OR4N2	Homo sapiens (Human)
Q8NGD1	OR4N2_HUMAN	OR4N2	Homo sapiens (Human)
A0A126GVN2	A0A126GVN2_HUMAN	OR4N4	Homo sapiens (Human)
Q8N0Y3	OR4N4_HUMAN	OR4N4	Homo sapiens (Human)
A0A126GVN4	A0A126GVN4_HUMAN	OR4N5 hCG_2044309	Homo sapiens (Human)
A0A126GWI6	A0A126GWI6_HUMAN	OR4N5	Homo sapiens (Human)
Q8IXE1	OR4N5_HUMAN	OR4N5	Homo sapiens (Human)
A0A126GVG7	A0A126GVG7_HUMAN	OR4P4	Homo sapiens (Human)
A0A126GVX4	A0A126GVX4_HUMAN	OR4P4	Homo sapiens (Human)
Q8NGL7	OR4P4_HUMAN	OR4P4 OR4P3P	Homo sapiens (Human)
A0A126GW32	A0A126GW32_HUMAN	OR4Q3	Homo sapiens (Human)
A0A126GWJ8	A0A126GWJ8_HUMAN	OR4Q3 hCG_2044236	Homo sapiens (Human)
Q8NH05	OR4Q3_HUMAN	OR4Q3 C14orf13 OR4Q4	Homo sapiens (Human)
A0A126GVU1	A0A126GVU1_HUMAN	OR4S1 hCG_1807712	Homo sapiens (Human)
Q8NGB4	OR4S1_HUMAN	OR4S1	Homo sapiens (Human)
A0A126GVG1	A0A126GVG1_HUMAN	OR4S2 hCG_2044351	Homo sapiens (Human)
Q8NH73	OR4S2_HUMAN	OR4S2 OR4S2P	Homo sapiens (Human)
A0A126GVZ7	A0A126GVZ7_HUMAN	OR4X1	Homo sapiens (Human)
Q8NH49	OR4X1_HUMAN	OR4X1	Homo sapiens (Human)
A0A126GVL5	A0A126GVL5_HUMAN	OR4X2	Homo sapiens (Human)
Q8NGF9	OR4X2_HUMAN	OR4X2	Homo sapiens (Human)
A0A126GWD5	A0A126GWD5_HUMAN	OR51A2	Homo sapiens (Human)
Q8NGJ7	O51A2_HUMAN	OR51A2	Homo sapiens (Human)
A0A126GVF3	A0A126GVF3_HUMAN	OR51A4	Homo sapiens (Human)
B9EIP2	B9EIP2_HUMAN	OR51A4	Homo sapiens (Human)
Q8NGJ6	O51A4_HUMAN	OR51A4	Homo sapiens (Human)
Q8NH64	O51A7_HUMAN	OR51A7	Homo sapiens (Human)
A0A126GWB2	A0A126GWB2_HUMAN	OR51B2	Homo sapiens (Human)
Q17R53	Q17R53_HUMAN	OR51B2	Homo sapiens (Human)
Q9Y5P1	O51B2_HUMAN	OR51B2 OR51B1P	Homo sapiens (Human)
A0A126GWB7	A0A126GWB7_HUMAN	OR51B4	Homo sapiens (Human)
A4FU14	A4FU14_HUMAN	OR51B4	Homo sapiens (Human)
Q9Y5P0	O51B4_HUMAN	OR51B4	Homo sapiens (Human)
A0A126GWB8	A0A126GWB8_HUMAN	OR51B5	Homo sapiens (Human)
Q9H339	O51B5_HUMAN	OR51B5	Homo sapiens (Human)
A0A126GWC2	A0A126GWC2_HUMAN	OR51B6	Homo sapiens (Human)
Q9H340	O51B6_HUMAN	OR51B6	Homo sapiens (Human)
A0A126GVM2	A0A126GVM2_HUMAN	OR51D1 hCG_2040513	Homo sapiens (Human)
Q8NGF3	O51D1_HUMAN	OR51D1	Homo sapiens (Human)
A0A126GVF8	A0A126GVF8_HUMAN	OR51E1	Homo sapiens (Human)
A0A126GWC7	A0A126GWC7_HUMAN	OR51E1	Homo sapiens (Human)
A0A126GWG9	A0A126GWG9_HUMAN	OR51E1	Homo sapiens (Human)
E9PKL6	E9PKL6_HUMAN	OR51E1	Homo sapiens (Human)
Q8TCB6	O51E1_HUMAN	OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2	Homo sapiens (Human)
A0A126GVK0	A0A126GVK0_HUMAN	OR51E2	Homo sapiens (Human)
E9PPJ8	E9PPJ8_HUMAN	OR51E2	Homo sapiens (Human)
Q9H255	O51E2_HUMAN	OR51E2 PSGR	Homo sapiens (Human)
A0A126GVT6	A0A126GVT6_HUMAN	OR51F2	Homo sapiens (Human)
A0A2C9F2M5	A0A2C9F2M5_HUMAN	OR51F2	Homo sapiens (Human)
Q8NH61	O51F2_HUMAN	OR51F2	Homo sapiens (Human)
A0A126GVF5	A0A126GVF5_HUMAN	OR51G1 hCG_2041338	Homo sapiens (Human)
A0A126GVV7	A0A126GVV7_HUMAN	OR51G1	Homo sapiens (Human)
Q8NGK1	O51G1_HUMAN	OR51G1 OR51G3P	Homo sapiens (Human)
A0A126GVJ2	A0A126GVJ2_HUMAN	OR51G2	Homo sapiens (Human)
Q8NGK0	O51G2_HUMAN	OR51G2	Homo sapiens (Human)
A0A126GWE7	A0A126GWE7_HUMAN	OR51I1	Homo sapiens (Human)
Q9H343	O51I1_HUMAN	OR51I1	Homo sapiens (Human)
A0A126GVE9	A0A126GVE9_HUMAN	OR51I2 hCG_2043328	Homo sapiens (Human)
B9EIL6	B9EIL6_HUMAN	OR51I2	Homo sapiens (Human)
Q9H344	O51I2_HUMAN	OR51I2	Homo sapiens (Human)
A0A126GVJ8	A0A126GVJ8_HUMAN	OR51L1	Homo sapiens (Human)
A0A126GWC0	A0A126GWC0_HUMAN	OR51L1	Homo sapiens (Human)
A0A126GWD9	A0A126GWD9_HUMAN	OR51L1	Homo sapiens (Human)
Q8NGJ5	O51L1_HUMAN	OR51L1	Homo sapiens (Human)
A0A126GVC6	A0A126GVC6_HUMAN	OR51M1	Homo sapiens (Human)
B2RNI9	B2RNI9_HUMAN	OR51M1	Homo sapiens (Human)
Q9H341	O51M1_HUMAN	OR51M1	Homo sapiens (Human)
A0A126GVH5	A0A126GVH5_HUMAN	OR51Q1	Homo sapiens (Human)
Q8NH59	O51Q1_HUMAN	OR51Q1	Homo sapiens (Human)
A0A126GWN3	A0A126GWN3_HUMAN	OR51S1	Homo sapiens (Human)
Q8NGJ8	O51S1_HUMAN	OR51S1	Homo sapiens (Human)
A0A0C4DFX5	A0A0C4DFX5_HUMAN	OR51T1	Homo sapiens (Human)
A0A126GVU3	A0A126GVU3_HUMAN	OR51T1	Homo sapiens (Human)
Q8NGJ9	O51T1_HUMAN	OR51T1	Homo sapiens (Human)
A0A126GWP2	A0A126GWP2_HUMAN	OR51V1	Homo sapiens (Human)
A0A126GWQ7	A0A126GWQ7_HUMAN	OR51V1	Homo sapiens (Human)
A0A286YET0	A0A286YET0_HUMAN	OR51V1	Homo sapiens (Human)
Q9H2C8	O51V1_HUMAN	OR51V1 OR51A12	Homo sapiens (Human)
A0A126GVH8	A0A126GVH8_HUMAN	OR52A1 hCG_1992071	Homo sapiens (Human)
Q9UKL2	O52A1_HUMAN	OR52A1	Homo sapiens (Human)
A0A126GWD2	A0A126GWD2_HUMAN	OR52A5 hCG_1647754	Homo sapiens (Human)
Q9H2C5	O52A5_HUMAN	OR52A5	Homo sapiens (Human)
A0A126GW82	A0A126GW82_HUMAN	OR52B4	Homo sapiens (Human)
B2RU22	B2RU22_HUMAN	OR52B4	Homo sapiens (Human)
Q8NGK2	O52B4_HUMAN	OR52B4	Homo sapiens (Human)
A0A126GVW0	A0A126GVW0_HUMAN	OR52B6	Homo sapiens (Human)
Q8NGF0	O52B6_HUMAN	OR52B6	Homo sapiens (Human)
A0A126GVG9	A0A126GVG9_HUMAN	OR52D1	Homo sapiens (Human)
Q9H346	O52D1_HUMAN	OR52D1	Homo sapiens (Human)
A0A126GVI9	A0A126GVI9_HUMAN	OR52E2	Homo sapiens (Human)
Q8NGJ4	O52E2_HUMAN	OR52E2	Homo sapiens (Human)
B9EH08	B9EH08_HUMAN	OR52E4	Homo sapiens (Human)
Q8NGH9	O52E4_HUMAN	OR52E4	Homo sapiens (Human)
A0A126GVK5	A0A126GVK5_HUMAN	OR52E6	Homo sapiens (Human)
J3KPH0	J3KPH0_HUMAN	OR52E6	Homo sapiens (Human)
Q96RD3	O52E6_HUMAN	OR52E6	Homo sapiens (Human)
A0A126GVH0	A0A126GVH0_HUMAN	OR52E8	Homo sapiens (Human)
Q6IFG1	O52E8_HUMAN	OR52E8	Homo sapiens (Human)
A0A126GWQ6	A0A126GWQ6_HUMAN	OR52H1	Homo sapiens (Human)
Q8NGJ2	O52H1_HUMAN	OR52H1	Homo sapiens (Human)
A0A126GWB9	A0A126GWB9_HUMAN	OR52I1	Homo sapiens (Human)
J3KQU7	J3KQU7_HUMAN	OR52I1	Homo sapiens (Human)
Q8NGK6	O52I1_HUMAN	OR52I1	Homo sapiens (Human)
A0A126GVX7	A0A126GVX7_HUMAN	OR52I2	Homo sapiens (Human)
A0A126GWK8	A0A126GWK8_HUMAN	OR52I2 hCG_2040529	Homo sapiens (Human)
Q8NH67	O52I2_HUMAN	OR52I2	Homo sapiens (Human)
A0A126GVE8	A0A126GVE8_HUMAN	OR52J3	Homo sapiens (Human)
Q8NH60	O52J3_HUMAN	OR52J3	Homo sapiens (Human)
A0A126GVF2	A0A126GVF2_HUMAN	OR52K1 hCG_1992239	Homo sapiens (Human)
A0A126GWM4	A0A126GWM4_HUMAN	OR52K1	Homo sapiens (Human)
A0A126GWP0	A0A126GWP0_HUMAN	OR52K1	Homo sapiens (Human)
Q8NGK4	O52K1_HUMAN	OR52K1	Homo sapiens (Human)
A0A126GVK8	A0A126GVK8_HUMAN	OR52K2	Homo sapiens (Human)
Q8NGK3	O52K2_HUMAN	OR52K2	Homo sapiens (Human)
A0A126GVE0	A0A126GVE0_HUMAN	OR52L1	Homo sapiens (Human)
Q8NGH7	O52L1_HUMAN	OR52L1	Homo sapiens (Human)
A0A126GVG8	A0A126GVG8_HUMAN	OR52M1	Homo sapiens (Human)
Q8NGK5	O52M1_HUMAN	OR52M1 OR52M1P	Homo sapiens (Human)
A0A126GVK1	A0A126GVK1_HUMAN	OR52N1	Homo sapiens (Human)
Q8NH53	O52N1_HUMAN	OR52N1	Homo sapiens (Human)
A0A126GWF5	A0A126GWF5_HUMAN	OR52N2	Homo sapiens (Human)
B9EIL8	B9EIL8_HUMAN	OR52N2	Homo sapiens (Human)
Q8NGI0	O52N2_HUMAN	OR52N2	Homo sapiens (Human)
A0A126GVF0	A0A126GVF0_HUMAN	OR52N4	Homo sapiens (Human)
Q8NGI2	O52N4_HUMAN	OR52N4	Homo sapiens (Human)
A0A126GVK9	A0A126GVK9_HUMAN	OR52N5	Homo sapiens (Human)
Q8NH56	O52N5_HUMAN	OR52N5	Homo sapiens (Human)
A0A126GWP6	A0A126GWP6_HUMAN	OR52R1	Homo sapiens (Human)
Q8NGF1	O52R1_HUMAN	OR52R1	Homo sapiens (Human)
A0A126GVM7	A0A126GVM7_HUMAN	OR52W1	Homo sapiens (Human)
Q6IF63	O52W1_HUMAN	OR52W1 OR52W1P	Homo sapiens (Human)
A0A126GVB5	A0A126GVB5_HUMAN	OR56A1	Homo sapiens (Human)
A0A286YFC4	A0A286YFC4_HUMAN	OR56A1 hCG_2044186	Homo sapiens (Human)
Q8NGH5	O56A1_HUMAN	OR56A1	Homo sapiens (Human)
A0A126GVG2	A0A126GVG2_HUMAN	OR56A3 hCG_2040242	Homo sapiens (Human)
A0A126GWL6	A0A126GWL6_HUMAN	OR56A3	Homo sapiens (Human)
Q8NH54	O56A3_HUMAN	OR56A3 OR56A3P OR56A6	Homo sapiens (Human)
A0A126GWQ5	A0A126GWQ5_HUMAN	OR56A4	Homo sapiens (Human)
A0A2C9F2M6	A0A2C9F2M6_HUMAN	OR56A4	Homo sapiens (Human)
Q8NGH8	O56A4_HUMAN	OR56A4	Homo sapiens (Human)
A0A126GVH9	A0A126GVH9_HUMAN	OR56B1	Homo sapiens (Human)
Q8NGI3	O56B1_HUMAN	OR56B1 OR56B1P	Homo sapiens (Human)
A0A126GVL4	A0A126GVL4_HUMAN	OR56B4 hCG_2033459	Homo sapiens (Human)
Q8NH76	O56B4_HUMAN	OR56B4	Homo sapiens (Human)
A0A126GVF4	A0A126GVF4_HUMAN	OR5A1	Homo sapiens (Human)
A0A126GVF7	A0A126GVF7_HUMAN	OR5A1	Homo sapiens (Human)
A0A126GW75	A0A126GW75_HUMAN	OR5A1	Homo sapiens (Human)
Q8NGJ0	OR5A1_HUMAN	OR5A1 OR5A1P	Homo sapiens (Human)
A0A126GVD5	A0A126GVD5_HUMAN	OR5A2	Homo sapiens (Human)
Q8NGI9	OR5A2_HUMAN	OR5A2	Homo sapiens (Human)
A0A126GW78	A0A126GW78_HUMAN	OR5AC2	Homo sapiens (Human)
Q9NZP5	O5AC2_HUMAN	OR5AC2	Homo sapiens (Human)
A0A126GVS7	A0A126GVS7_HUMAN	OR5AK2 hCG_1685898	Homo sapiens (Human)
A0A126GW20	A0A126GW20_HUMAN	OR5AK2	Homo sapiens (Human)
Q8NH90	O5AK2_HUMAN	OR5AK2	Homo sapiens (Human)
A0A126GVP9	A0A126GVP9_HUMAN	OR5AN1 hCG_2044276	Homo sapiens (Human)
Q8NGI8	O5AN1_HUMAN	OR5AN1	Homo sapiens (Human)
B9EH20	B9EH20_HUMAN	OR5AP2	Homo sapiens (Human)
Q8NGF4	O5AP2_HUMAN	OR5AP2	Homo sapiens (Human)
A0A126GVM6	A0A126GVM6_HUMAN	OR5AR1 hCG_2016323	Homo sapiens (Human)
B9EIN0	B9EIN0_HUMAN	OR5AR1	Homo sapiens (Human)
Q8NGP9	O5AR1_HUMAN	OR5AR1	Homo sapiens (Human)
A0A126GVD4	A0A126GVD4_HUMAN	OR5AS1 hCG_2044294	Homo sapiens (Human)
Q8N127	O5AS1_HUMAN	OR5AS1	Homo sapiens (Human)
A0A126GVW7	A0A126GVW7_HUMAN	OR5AU1	Homo sapiens (Human)
A0A126GW30	A0A126GW30_HUMAN	OR5AU1	Homo sapiens (Human)
A0A286YF24	A0A286YF24_HUMAN	OR5AU1	Homo sapiens (Human)
Q8NGC0	O5AU1_HUMAN	OR5AU1	Homo sapiens (Human)
A0A126GWS6	A0A126GWS6_HUMAN	OR5B12	Homo sapiens (Human)
Q96R08	OR5BC_HUMAN	OR5B12 OR5B12P OR5B16	Homo sapiens (Human)
A0A126GVL8	A0A126GVL8_HUMAN	OR5B17	Homo sapiens (Human)
Q8NGF7	OR5BH_HUMAN	OR5B17 OR5B20P	Homo sapiens (Human)
A0A126GVM9	A0A126GVM9_HUMAN	OR5B2	Homo sapiens (Human)
Q96R09	OR5B2_HUMAN	OR5B2	Homo sapiens (Human)
A0A126GVH3	A0A126GVH3_HUMAN	OR5B3 hCG_2044361	Homo sapiens (Human)
Q8NH48	OR5B3_HUMAN	OR5B3 OR5B13	Homo sapiens (Human)
A0A126GW42	A0A126GW42_HUMAN	OR5C1	Homo sapiens (Human)
Q6IFM9	Q6IFM9_HUMAN	OR5C1 hCG_31040	Homo sapiens (Human)
Q8NGR4	OR5C1_HUMAN	OR5C1 OR5C2P	Homo sapiens (Human)
A0A126GVI1	A0A126GVI1_HUMAN	OR5D13	Homo sapiens (Human)
Q8NGL4	OR5DD_HUMAN	OR5D13	Homo sapiens (Human)
A0A126GVQ7	A0A126GVQ7_HUMAN	OR5D14	Homo sapiens (Human)
A0A126GWL3	A0A126GWL3_HUMAN	OR5D14	Homo sapiens (Human)
A0A126GWL4	A0A126GWL4_HUMAN	OR5D14	Homo sapiens (Human)
A0A126GWL9	A0A126GWL9_HUMAN	OR5D14	Homo sapiens (Human)
A0A126GWM1	A0A126GWM1_HUMAN	OR5D14	Homo sapiens (Human)
Q8NGL3	OR5DE_HUMAN	OR5D14	Homo sapiens (Human)
A0A126GW99	A0A126GW99_HUMAN	OR5D16	Homo sapiens (Human)
Q8NGK9	OR5DG_HUMAN	OR5D16	Homo sapiens (Human)
A0A126GVI8	A0A126GVI8_HUMAN	OR5D18	Homo sapiens (Human)
Q8NGL1	OR5DI_HUMAN	OR5D18	Homo sapiens (Human)
A0A126GVF9	A0A126GVF9_HUMAN	OR5F1	Homo sapiens (Human)
A0AUJ7	A0AUJ7_HUMAN	OR5F1	Homo sapiens (Human)
O95221	OR5F1_HUMAN	OR5F1	Homo sapiens (Human)
A0A126GV88	A0A126GV88_HUMAN	OR5H2	Homo sapiens (Human)
A0A126GW35	A0A126GW35_HUMAN	OR5H2	Homo sapiens (Human)
A0A2C9F2N2	A0A2C9F2N2_HUMAN	OR5H2 hCG_2044422	Homo sapiens (Human)
Q8NGV7	OR5H2_HUMAN	OR5H2	Homo sapiens (Human)
A0A126GV91	A0A126GV91_HUMAN	OR5H6	Homo sapiens (Human)
A0A126GW86	A0A126GW86_HUMAN	OR5H6 hCG_2044421	Homo sapiens (Human)
Q8NGV6	OR5H6_HUMAN	OR5H6	Homo sapiens (Human)
A0A126GVE5	A0A126GVE5_HUMAN	OR5I1 hCG_1730362	Homo sapiens (Human)
Q13606	OR5I1_HUMAN	OR5I1 OLF1	Homo sapiens (Human)
A0A126GVP0	A0A126GVP0_HUMAN	OR5J2 hCG_2044299	Homo sapiens (Human)
Q8NH18	OR5J2_HUMAN	OR5J2	Homo sapiens (Human)
A0A126GWC1	A0A126GWC1_HUMAN	OR5K1	Homo sapiens (Human)
Q8NHB7	OR5K1_HUMAN	OR5K1	Homo sapiens (Human)
A0A126GVB4	A0A126GVB4_HUMAN	OR5K2	Homo sapiens (Human)
Q8NHB8	OR5K2_HUMAN	OR5K2	Homo sapiens (Human)
A0A126GVL0	A0A126GVL0_HUMAN	OR5L1 hCG_2040388	Homo sapiens (Human)
A0A126GWQ2	A0A126GWQ2_HUMAN	OR5L1	Homo sapiens (Human)
Q8NGL2	OR5L1_HUMAN	OR5L1	Homo sapiens (Human)
Q8NGL0	OR5L2_HUMAN	OR5L2	Homo sapiens (Human)
Q8NGP4	OR5M3_HUMAN	OR5M3	Homo sapiens (Human)
A0A126GWD6	A0A126GWD6_HUMAN	OR5M8	Homo sapiens (Human)
