source	target	is_directed	is_stimulation	is_inhibition	dip_url
Q05513	Q15109	1	0	0	
Q15109	Q05513	1	0	0	
Q05513	Q9UHY8	1	0	0	
Q05513	P14314	1	0	0	
Q05513	Q96IZ0	1	0	0	
Q96IZ0	Q05513	1	0	0	
Q05513	Q07021	1	0	0	
Q07021	Q05513	1	0	0	
O95622	Q05513	1	0	0	
Q05513	O95622	1	0	0	
Q05513	Q14449	1	0	0	
Q14449	Q05513	1	1	0	
Q05513	P41594	1	0	0	
Q05513	Q9NR12	1	0	0	
Q05513	V9HWD6	1	0	0	
P29320	Q8WXA3	1	0	0	
P06730	O43432	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=185732
P42574	O43432	1	1	1	
Q9BUB5	O43432	1	0	0	
Q6P2M8	O43432	1	1	0	
Q96NX5	O43432	1	1	0	
Q14012	O43432	1	0	0	
O43432	P60842	1	0	0	
P60842	O43432	1	0	0	
P11940	O43432	1	0	0	
Q14240	O43432	1	0	0	
P78317	P29590	1	1	0	
Q92793	P29590	1	1	0	
Q9UER7	P29590	1	0	0	
P29590	Q04206	1	0	0	
P29590	P42345	1	0	0	
P29590	P36897	1	0	1	
P36897	P29590	1	0	0	
P29590	P40763	1	0	1	
P29590	P84022	1	1	0	
P84022	P29590	1	0	0	
P29590	P63165	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=61790
P63165	P29590	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=61790
P10276	P29590	0	0	0	
O15350	P29590	1	1	0	
P29590	Q92769	1	0	0	
Q09472	P29590	1	1	0	
P29590	Q92993	1	1	0	
P08047	P29590	1	0	0	
P29590	P08047	1	0	0	
P06730	P29590	1	0	0	
P29590	P06730	1	0	0	
P29590	P37173	1	0	1	
P37173	P29590	1	0	0	
P29590	P35222	0	0	0	
P24941	P29590	1	0	0	
P29590	Q9Y618	0	0	0	
P04637	P29590	1	1	0	
P29590	P04637	1	0	0	
P27361	P29590	1	1	0	
P29590	Q15796	1	1	0	
Q15796	P29590	1	0	0	
P29590	Q92547	1	1	0	
P28482	P29590	1	1	0	
P10242	P29590	0	0	0	
O14965	P29590	1	0	0	
P29590	P46937	1	1	0	
P46937	P29590	1	1	0	
P29590	P05412	1	1	0	
P29590	Q16539	1	0	1	
Q16539	P29590	1	0	0	
O96017	P29590	1	0	0	
P29590	Q9H3D4	1	1	0	
P29590	Q13526	0	0	0	
P68400	P29590	1	0	1	
Q96EB6	P29590	1	0	1	
Q8WUI4	P29590	1	1	0	
P29590	P48729	1	1	0	
Q00987	P29590	1	1	0	
Q13164	P29590	1	0	1	
P29590	P63279	1	0	0	
P63279	P29590	1	0	0	
Q9H2X6	P29590	1	1	0	
P29590	Q99607	1	1	0	
P06493	P29590	1	0	1	
P29590	Q93009	1	0	0	
O15164	P29590	1	0	0	
P29590	Q01826	0	0	0	
P61956	P29590	1	0	0	
P29590	Q13569	0	0	0	
P23497	P29590	1	0	0	
P29590	P23497	1	0	0	
P12757	P29590	0	0	0	
P29590	Q9UBW7	0	0	0	
P29590	O95405	1	1	0	
P29590	Q8NEV1	0	0	0	
P10828	Q15788	1	0	0	
Q15788	P10828	1	0	0	
P10828	P19793	1	1	0	
P19793	P10828	1	1	0	
P12931	P10828	1	0	0	
P10828	P37231	1	1	0	
P10828	Q9Y618	1	0	0	
Q9Y618	P10828	1	0	0	
P27361	P10828	1	1	1	
P10828	P42229	1	1	0	
P28482	P10828	1	1	1	
Q15466	P10828	1	1	0	
O75376	P10828	0	0	0	
P10828	Q9Y6Q9	0	0	0	
Q04771	P10828	1	0	0	
P10828	P28702	1	1	0	
P28702	P10828	1	1	0	
Q15643	P10828	1	1	0	
P10828	P48443	0	0	0	
P08575	Q14761	0	0	0	
P08575	P29597	1	0	0	
P29597	P08575	1	0	0	
P08575	P23458	1	1	1	
P23458	P08575	1	0	0	
P08575	P27361	1	0	0	
P27361	P08575	1	0	0	
O60674	P08575	1	0	0	
P08575	O60674	1	0	0	
P19784	P08575	1	0	0	
P68400	P08575	1	1	0	
P08575	P61073	1	0	0	
P08575	P20963	1	1	1	
P08575	P52333	1	1	0	
P52333	P08575	1	0	0	
P08575	Q86WV1	1	0	0	
Q15835	P08575	1	0	0	
P06241	P08575	1	0	0	
P08575	P06241	1	1	1	
P43403	P08575	1	0	0	
P08575	P01730	1	1	0	
P08575	P20273	1	0	0	
P08575	Q92854	0	0	0	
P08575	Q14697	0	0	0	
P06729	P08575	0	0	0	
P09466	P08575	1	1	0	
P08575	A8K379	1	0	0	
P17301	Q08722	1	0	0	
P98160	P17301	1	1	0	
P05556	P17301	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=709
P17301	P05556	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=709
Q14192	P17301	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10824
P03956	P17301	0	0	0	
P02452	P17301	1	1	0	
P08123	P17301	1	1	0	
P02458	P17301	1	1	0	
P17301	P02458	1	0	0	
P25391	P17301	1	1	0	
O95782	P42566	1	0	0	
P42566	O95782	1	0	0	
O95782	Q13492	1	0	0	
Q13492	O95782	1	0	0	
O95782	P00533	1	0	0	
P00533	O95782	1	0	0	
O95782	P29353	1	0	0	
P29353	O95782	1	0	0	
O95782	Q96CW1	1	0	0	
Q96CW1	O95782	1	0	0	
O95782	P62993	1	1	0	
O95782	Q9Y6I3	1	0	0	
Q9Y6I3	O95782	1	0	0	
O95782	P53680	1	0	0	
P53680	O95782	1	0	0	
O95782	Q14677	1	0	0	
Q14677	O95782	1	0	0	
A5YKK6	Q9NZN8	0	0	0	
P24941	P78317	1	0	0	
Q9HBE1	P78317	1	0	1	
P51668	P78317	0	0	0	
P61956	P78317	0	0	0	
P78317	Q9UHF7	1	0	1	
P24941	P54198	1	1	0	
P54198	Q9Y294	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=57260
Q9Y294	P54198	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=57260
P54198	P84243	0	0	0	
P54198	Q9NVP2	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=57261
Q9NVP2	P54198	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=57261
Q07869	Q15788	1	0	0	
Q15788	Q07869	1	1	0	
Q04206	Q07869	1	0	1	
Q07869	Q04206	1	0	1	
P19793	Q07869	1	1	0	
Q07869	P19793	1	1	0	
P07900	Q07869	1	0	0	
Q07869	P07900	1	1	0	
Q07869	Q9Y618	1	1	0	
Q9Y618	Q07869	1	0	0	
P27361	Q07869	1	1	0	
P45983	Q07869	1	1	0	
P28482	Q07869	1	1	0	
Q15466	Q07869	1	1	0	
Q07869	Q12778	1	0	1	
Q07869	Q13133	1	1	1	
Q13133	Q07869	1	1	0	
Q07869	Q8NER1	1	1	0	
O75376	Q07869	1	0	1	
Q07869	O75376	1	0	0	
P55055	Q07869	1	1	0	
Q07869	P55055	1	1	0	
Q05655	Q07869	1	0	0	
P17252	Q07869	1	1	0	
Q9UBK2	Q07869	1	1	0	
Q07869	Q15648	1	0	0	
Q15648	Q07869	1	1	0	
P28702	Q07869	1	1	0	
Q07869	P28702	1	1	0	
P07148	Q07869	1	0	0	
Q07869	P07148	1	1	1	
Q07869	P48443	1	0	0	
Q07869	P06858	1	1	1	
Q07869	Q3L8U1	1	0	0	
Q3L8U1	Q07869	1	1	0	
Q15788	Q92793	1	0	0	
Q92793	Q15788	1	0	0	
P27540	Q15788	1	0	0	
P19793	Q15788	0	0	0	
P40763	Q15788	1	0	0	
Q15788	P40763	1	1	0	
Q16665	Q15788	1	0	0	
P03372	Q15788	1	1	0	
Q15788	P03372	1	1	0	
P10827	Q15788	1	0	0	
Q15788	P10827	1	0	0	
P63165	Q15788	1	0	0	
P04150	Q15788	1	0	0	
Q15788	P04150	1	1	0	
Q09472	Q15788	1	0	0	
Q15788	Q09472	1	0	0	
P37231	Q15788	1	0	0	
Q15788	P37231	1	0	0	
Q15596	Q15788	1	0	0	
Q15788	Q15596	1	0	0	
P27361	Q15788	1	1	0	
Q15788	P27361	1	1	0	
Q15788	P42229	1	1	0	
Q15788	P11473	1	1	0	
P28482	Q15788	1	1	0	
P19838	Q15788	0	0	0	
Q15788	Q96RI1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=186524
Q15788	P51692	1	1	0	
Q15788	Q13133	1	1	0	
Q15788	P06401	1	1	0	
Q15788	P68431	1	1	0	
Q14686	Q15788	1	0	0	
Q15788	Q14686	1	0	0	
O75469	Q15788	0	0	0	
Q15788	P62805	1	1	0	
Q15788	Q9Y6Q9	1	0	0	
Q9Y6Q9	Q15788	1	0	0	
Q15788	Q9UBK2	1	0	0	
Q9UBK2	Q15788	1	0	0	
P42226	Q15788	0	0	0	
Q15788	Q00403	1	1	0	
Q15788	Q92831	0	0	0	
P62508	Q15788	0	0	0	
Q15788	Q86X55	1	0	0	
Q86X55	Q15788	1	0	0	
Q15788	Q92922	1	1	0	
Q03181	Q15788	0	0	0	
Q15788	Q7Z6E9	0	0	0	
Q15788	Q92753	0	0	0	
Q92793	P27540	1	1	0	
Q92793	Q9UER7	0	0	0	
Q04206	Q92793	1	1	1	
Q92793	Q04206	1	1	0	
Q13485	Q92793	1	1	0	
Q92793	Q13485	1	1	1	
P14921	Q92793	0	0	0	
Q92793	P40763	1	1	0	
Q92793	Q16665	1	0	0	
P17676	Q92793	1	0	0	
P84022	Q92793	1	1	0	
Q92793	P84022	1	1	1	
Q92793	P12956	1	0	0	
P03372	Q92793	1	0	0	
Q92793	P03372	1	1	0	
Q92793	Q92830	1	0	0	
Q03164	Q92793	0	0	0	
Q92793	P61201	1	0	0	
O75925	Q92793	1	0	1	
Q92793	P63165	1	1	0	
Q92793	P10276	1	0	0	
O15379	Q92793	1	1	0	
Q92793	O15379	1	0	0	
O15350	Q92793	0	0	0	
Q92769	Q92793	1	0	0	
Q92793	Q92769	1	0	0	
Q92793	O75030	1	1	0	
Q92793	P04150	1	1	0	
Q92793	P52630	1	1	0	
Q09472	Q92793	1	0	0	
Q92793	Q09472	1	0	0	
Q92793	Q14191	1	1	0	
P42224	Q92793	1	0	1	
Q92793	P42224	1	1	0	
Q99081	Q92793	1	0	0	
Q92793	Q92993	1	0	0	
Q92793	P08047	1	1	0	
P35222	Q92793	1	1	1	
Q92793	P35222	1	1	0	
P37231	Q92793	1	0	0	
Q92793	P37231	1	0	0	
Q92793	Q01094	1	1	0	
Q92793	P04637	1	1	1	
Q92793	Q00978	1	1	0	
Q15596	Q92793	1	0	1	
Q92793	Q15596	1	1	0	
Q92793	P17096	1	0	0	
P27361	Q92793	1	0	0	
P43699	Q92793	0	0	0	
Q14653	Q92793	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=89996
Q92793	Q14653	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=89996
Q92793	Q14192	1	1	0	
P42229	Q92793	1	0	0	
Q92793	P42229	1	0	0	
P09629	Q92793	0	0	0	
P18848	Q92793	1	0	1	
P19784	Q92793	1	0	0	
Q16566	Q92793	1	1	0	
Q92793	Q9Y6K9	1	0	0	
O15516	Q92793	0	0	0	
Q15796	Q92793	1	1	0	
Q92793	Q15796	1	1	1	
Q92793	P11473	1	1	0	
P28482	Q92793	1	1	0	
Q92793	P10242	1	1	0	
Q92793	Q12772	1	1	0	
P41235	Q92793	1	0	0	
Q92793	P41235	1	0	0	
P19838	Q92793	1	1	0	
Q92793	P19838	1	1	0	
Q92793	P11831	1	0	0	
P10071	Q92793	1	0	0	
Q92793	P10071	1	1	0	
P19419	Q92793	1	0	0	
Q92793	P19419	1	1	0	
P20823	Q92793	1	0	0	
Q92793	P20823	1	1	0	
P05412	Q92793	1	0	0	
Q92793	P05412	1	1	0	
Q01844	Q92793	0	0	0	
Q92793	Q12778	1	1	1	
O75582	Q92793	1	0	0	
Q92793	Q08050	1	0	0	
Q92793	P36956	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=11
P54252	Q92793	0	0	0	
P15923	Q92793	1	0	0	
Q92793	P15923	1	0	0	
P68400	Q92793	1	0	0	
Q92793	P68431	1	1	0	
Q13950	Q92793	1	1	0	
Q92793	Q96RS0	1	0	0	
Q96RS0	Q92793	1	0	0	
Q92793	P15336	1	0	0	
Q92793	Q13887	1	1	0	
Q13363	Q92793	1	0	0	
Q92793	Q13363	1	0	0	
Q14686	Q92793	1	0	0	
Q92793	Q14686	1	0	0	
P16220	Q92793	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=8
Q92793	P16220	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=8
Q92793	Q16236	1	1	0	
Q15418	Q92793	1	0	0	
Q92793	O43524	1	0	0	
O75376	Q92793	1	0	0	
Q92793	O75376	1	0	0	
Q00987	Q92793	0	0	0	
P11362	Q92793	1	1	0	
Q9H2X6	Q92793	1	0	0	
Q92793	Q01201	1	1	0	
Q92793	P10244	1	0	0	
Q92793	P62805	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=195815
Q92793	P18146	1	0	0	
P51812	Q92793	1	0	0	
Q92793	P49715	1	1	0	
Q92793	Q9NP62	0	0	0	
Q9UBE8	Q92793	1	0	1	
Q05655	Q92793	1	0	0	
P42858	Q92793	0	0	0	
Q92793	Q06413	1	1	0	
Q92793	Q92985	1	0	0	
Q92985	Q92793	1	0	0	
Q12888	Q92793	1	0	0	
Q92793	Q12888	1	0	0	
P49336	Q92793	1	0	0	
Q92793	P49336	1	0	0	
P17252	Q92793	1	0	1	
Q92793	P84243	1	1	0	
Q92793	Q9Y6Q9	1	0	0	
Q9Y6Q9	Q92793	1	0	0	
Q92793	Q9UBK2	1	0	0	
Q9UBK2	Q92793	1	0	0	
P52292	Q92793	0	0	0	
P17612	Q92793	1	1	0	
Q92793	P10914	1	1	0	
P31749	Q92793	1	1	0	
Q92793	P98177	1	1	1	
Q92793	P42226	1	0	0	
Q92793	P15976	1	1	0	
O43918	Q92793	0	0	0	
Q92793	P14780	1	1	0	
Q92793	Q13469	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=103428
Q92793	Q14765	1	0	0	
Q92793	P10243	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9
O43474	Q92793	0	0	0	
Q92793	Q15329	1	0	0	
Q92793	Q92831	1	1	0	
Q92831	Q92793	1	1	0	
Q92793	P15172	1	1	0	
Q92793	Q7KZF4	1	0	0	
Q07666	Q92793	1	0	1	
Q92793	Q14186	1	0	0	
Q92793	P78344	1	0	0	
Q13569	Q92793	1	1	0	
Q92793	Q13569	1	1	0	
P48551	Q92793	1	0	0	
Q92793	P48551	1	1	0	
P17947	Q92793	0	0	0	
Q04771	Q92793	1	0	0	
Q5VWX1	Q92793	1	0	1	
O14976	Q92793	1	0	0	
Q6ZRS2	Q92793	1	1	0	
Q92793	Q6ZRS2	1	0	0	
Q02556	Q92793	1	0	0	
P28360	Q92793	0	0	0	
Q86X55	Q92793	1	1	0	
Q92793	Q86X55	1	0	0	
Q92793	Q15699	1	1	0	
Q92793	Q9UHV2	0	0	0	
Q92793	Q8IZL2	1	0	0	
Q71SY5	Q92793	1	0	0	
Q92793	Q71SY5	1	0	0	
P17509	Q92793	0	0	0	
P35680	Q92793	1	0	0	
Q92585	Q92793	1	0	0	
Q92793	Q92585	1	0	0	
Q92793	Q8TAD8	1	0	0	
Q92793	Q9ULK4	1	0	0	
Q9ULK4	Q92793	1	0	0	
O75177	Q92793	1	1	0	
Q92793	P0C7U1	1	1	0	
P36402	Q92793	1	0	0	
Q92793	P36402	1	0	1	
Q86UE4	Q92793	0	0	0	
P17735	Q92793	0	0	0	
Q92793	A0A024R8X1	1	0	0	
P11171	Q12959	1	0	0	
Q12959	P11171	1	0	0	
Q12959	P27986	1	0	0	
P24941	Q12959	1	1	0	
Q15303	Q12959	1	0	0	
P35221	Q12959	1	1	0	
Q12959	Q01814	1	0	0	
Q9UQM7	Q12959	1	1	0	
P53779	Q12959	1	0	0	
Q99759	Q12959	1	0	0	
Q05586	Q12959	1	0	0	
Q12959	Q05586	1	0	0	
Q12879	Q12959	1	0	0	
Q12959	Q12879	1	0	0	
Q12959	P39086	1	0	1	
P53667	Q12959	1	0	0	
P42261	Q12959	1	0	0	
Q12959	P42261	1	0	0	
P53778	Q12959	1	0	0	
Q12959	P53778	1	0	0	
P22460	Q12959	0	0	0	
Q12959	Q96KB5	1	0	0	
Q96KB5	Q12959	1	0	0	
P06493	Q12959	1	0	0	
Q12959	P23634	1	0	0	
P17252	Q12959	1	0	0	
O14936	Q12959	1	0	0	
P24588	Q12959	1	0	0	
Q12959	P24588	1	0	0	
Q12959	Q9UM54	1	0	0	
Q9UM54	Q12959	1	0	0	
Q12959	Q9ULV1	1	0	0	
Q12959	O75084	1	0	0	
Q12959	Q7Z628	1	1	0	
Q12959	Q14500	0	0	0	
Q12959	Q9Y698	1	0	0	
Q9Y698	Q12959	1	0	0	
O75460	Q12933	1	1	0	
Q12933	O75460	1	0	0	
O75460	P49768	1	0	0	
P49768	O75460	1	0	1	
Q92830	O75460	1	1	0	
O75460	Q16611	1	0	0	
O75460	P07900	1	0	0	
O75460	Q92905	1	0	0	
O75460	P45983	1	1	0	
O75460	Q99683	1	0	0	
O43663	O75460	0	0	0	
O75460	P17861	1	1	0	
O75460	P11021	1	0	0	
P11021	O75460	1	0	1	
O75460	Q9H2K8	1	0	0	
Q86TM6	O75460	1	0	0	
O60706	Q14654	0	0	0	
O60706	Q15842	0	0	0	
P20226	Q04206	0	0	0	
P03372	P20226	0	0	0	
O00268	P20226	1	0	0	
P20226	O00268	1	0	0	
P20226	Q92994	1	0	0	
Q92994	P20226	1	0	0	
P20226	P04150	1	1	0	
Q01094	P20226	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40220
P04637	P20226	0	0	0	
P06400	P20226	1	0	1	
P20226	P21675	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=156
P21675	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=156
P20226	P52655	1	0	0	
P52655	P20226	1	0	0	
P20226	Q9Y265	1	0	0	
Q9Y265	P20226	1	0	0	
P67870	P20226	1	1	0	
P24928	P20226	1	0	0	
P20226	P35269	1	0	0	
P35269	P20226	1	0	0	
Q9H063	P20226	1	0	1	
P14859	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=321
P20226	P14859	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=321
P20226	Q86VP6	0	0	0	
P20226	Q12962	1	0	0	
Q12962	P20226	1	0	0	
P20226	Q00403	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10997
Q00403	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10997
P20226	Q15572	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=181
P20226	Q15543	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=223
Q15543	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=223
P20226	Q15542	1	0	0	
Q15542	P20226	1	0	0	
P09429	P20226	1	0	0	
P20226	P09429	1	0	0	
P20226	P49848	1	0	0	
P49848	P20226	1	0	0	
P20226	Q16594	1	0	0	
P20226	Q16533	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=695
Q16533	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=695
P13984	P20226	1	0	0	
P20226	P13984	1	0	0	
P20226	P29083	1	0	0	
P29083	P20226	1	0	0	
P20226	Q15544	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=222
Q15544	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=222
P17947	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40223
P20226	Q13487	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=696
Q13487	P20226	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=696
P20226	P23193	1	0	0	
P23193	P20226	1	0	0	
P20226	Q53T94	1	0	0	
Q53T94	P20226	1	0	0	
P20226	P29084	1	0	0	
P29084	P20226	1	0	0	
P20226	P25440	1	0	0	
P25440	P20226	1	0	0	
P17480	P20226	1	0	0	
P20226	P17480	1	0	0	
P20226	Q9Y5Q9	1	0	0	
Q9Y5Q9	P20226	1	0	0	
P20226	Q9H5J8	1	0	0	
Q9H5J8	P20226	1	0	0	
O14981	P20226	1	1	0	
P20226	Q9HAW0	1	0	0	
Q9HAW0	P20226	1	0	0	
O95402	P20226	1	0	0	
P20226	O95402	1	0	0	
P36508	P20226	1	0	1	
P20226	Q15573	1	0	0	
Q15573	P20226	1	0	0	
P20226	Q5SXM2	1	0	0	
Q5SXM2	P20226	1	0	0	
P20226	Q8IZX4	1	0	0	
Q8IZX4	P20226	1	0	0	
P20226	Q5VWG9	0	0	0	
P20226	Q92759	1	0	0	
Q92759	P20226	1	1	0	
P20226	P52657	1	0	0	
P52657	P20226	1	1	0	
P27540	Q16665	1	0	0	
Q16665	P27540	1	0	0	
P27540	Q9UBP5	1	0	0	
Q9UBP5	P27540	1	0	1	
P27540	Q09472	1	0	0	
Q09472	P27540	1	1	0	
P27540	P35869	1	1	0	
P35869	P27540	1	0	0	
P42224	P27540	1	1	0	
Q99814	P27540	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=87687
P10599	P27540	1	1	0	
P68400	P27540	1	1	1	
P63279	P27540	1	0	0	
Q9NWT6	P27540	1	0	0	
P27540	Q9GZT9	1	1	0	
P27695	P27540	1	1	0	
Q9Y2N7	P27540	1	0	0	
P27540	Q9H6Z9	1	1	0	
P27540	Q14190	0	0	0	
Q9UER7	Q13485	1	0	1	
O15519	Q9UER7	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44972
P14921	Q9UER7	0	0	0	
Q9UER7	P40763	1	0	0	
Q13315	Q9UER7	1	0	1	
P63165	Q9UER7	0	0	0	
Q9UER7	Q92769	1	0	0	
Q9UER7	P04150	1	0	1	
P37173	Q9UER7	1	1	0	
Q9UER7	P37173	1	1	0	
P25445	Q9UER7	1	1	0	
Q9UER7	P25445	1	0	1	
P19438	Q9UER7	1	1	0	
Q9UER7	P19438	1	0	0	
Q9UER7	P04637	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=67236
P27361	Q9UER7	1	0	0	
P45983	Q9UER7	1	0	0	
O43293	Q9UER7	1	0	0	
Q99683	Q9UER7	1	1	0	
Q9UER7	Q99683	1	1	0	
Q9NQB0	Q9UER7	0	0	0	
Q9UER7	P19634	1	1	0	
Q9Y572	Q9UER7	1	0	0	
Q9UER7	Q13526	1	0	0	
P68400	Q9UER7	1	1	0	
P23760	Q9UER7	0	0	0	
P04792	Q9UER7	1	0	1	
Q9UER7	Q13546	1	0	0	
Q9UER7	Q00987	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=141645
P63279	Q9UER7	1	0	0	
Q9H2X6	Q9UER7	1	1	0	
Q9UER7	Q01201	1	0	0	
P26358	Q9UER7	0	0	0	
Q86Z02	Q9UER7	1	1	0	
Q9NS23	Q9UER7	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=73024
Q9UER7	Q93009	1	0	0	
Q9UER7	O43918	1	0	1	
Q99816	Q9UER7	1	1	0	
Q9UER7	P48023	1	0	0	
Q9UER7	P01137	1	0	1	
Q9UER7	O43791	1	0	0	
Q9NPF5	Q9UER7	1	1	0	
P46100	Q9UER7	0	0	0	
Q9H422	Q9UER7	1	0	0	
P35638	P17676	1	0	0	
P35638	P10415	1	1	1	
Q09472	P35638	1	0	0	
P18848	P35638	1	1	0	
P35638	P18848	1	0	0	
Q16539	P35638	1	1	0	
P68400	P35638	1	0	0	
P49716	P35638	1	0	0	
P15336	P35638	1	1	1	
P35638	O43521	1	1	0	
P17252	P35638	1	0	0	
P35638	Q9GZQ8	1	0	0	
P35638	P15407	1	1	0	
P35638	P17535	1	1	0	
P35638	Q9H1Y0	1	0	0	
P53567	P35638	1	0	0	
P35638	P11215	1	1	0	
Q96RU7	P35638	1	0	0	
Q15744	P35638	1	0	0	
P38432	Q14978	0	0	0	
P24941	P38432	1	1	0	
P45983	P38432	1	0	0	
Q86Y07	P38432	1	0	0	
O60229	P38432	1	0	0	
Q99986	P38432	1	0	0	
P24864	P38432	1	1	0	
P38432	P54253	0	0	0	
O15355	P38432	1	0	0	
P38432	Q16637	0	0	0	
Q96KG9	P38432	1	0	0	
P63165	Q9UKV0	1	0	0	
Q9UKV0	P63165	1	0	0	
O15379	Q9UKV0	1	0	0	
Q9UKV0	O15379	1	0	0	
Q02078	Q9UKV0	1	1	0	
Q9UKV0	Q02078	1	1	0	
Q9UKV0	Q9BZS1	1	1	0	
Q96GD4	Q9UKV0	1	0	1	
Q16512	Q9UKV0	1	0	0	
O75376	Q9UKV0	1	0	0	
Q9UKV0	O75376	1	0	0	
P62258	Q9UKV0	0	0	0	
P45973	Q9UKV0	1	0	0	
O75182	Q9UKV0	1	0	0	
Q9UKV0	O75182	1	0	0	
Q96ST3	Q9UKV0	1	0	0	
Q9UKV0	Q96ST3	1	0	0	
Q12933	Q15628	1	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44961
Q15628	Q12933	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44961
Q13114	Q15628	1	0	0	
Q15628	O00463	1	1	0	
P42224	Q15628	1	1	0	
P25445	Q15628	0	0	0	
P19438	Q15628	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=78
Q15628	P19438	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=78
P05783	Q15628	1	0	1	
Q15628	Q9Y6K9	1	1	0	
Q15628	Q13501	1	0	0	
Q96CV9	Q15628	1	0	0	
Q13546	Q15628	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=309
Q15628	Q13546	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=309
Q9H2X6	Q15628	1	0	0	
P53355	Q15628	1	0	0	
Q15628	Q5VWQ8	1	0	0	
P78527	Q15628	1	0	0	
O00220	Q15628	1	1	0	
Q15628	O00220	1	0	0	
Q8WXG6	Q15628	1	0	0	
Q15628	Q7Z434	1	0	0	
Q7Z434	Q15628	1	0	0	
Q15628	Q93038	1	0	0	
Q93038	Q15628	1	1	0	
O14763	Q15628	1	1	0	
Q15628	O14763	1	0	0	
O75509	Q15628	1	1	0	
P01375	Q15628	1	0	1	
Q15628	P01375	1	0	1	
Q15628	Q8TEL6	1	0	0	
Q8TEL6	Q15628	1	0	0	
Q13490	Q15628	1	0	0	
Q15628	Q13490	1	1	0	
P21580	Q15628	1	1	1	
Q13077	Q15628	1	0	0	
Q15628	Q13077	1	1	0	
Q92844	Q15628	1	0	0	
P10912	P29350	1	0	0	
P29350	P10912	1	0	1	
P29350	P40763	1	1	1	
P84022	P29350	1	0	0	
P29350	P40189	1	0	1	
P29350	P03372	1	0	0	
P29350	Q06124	1	0	0	
